,price_doc,full_sq,life_sq,num_room,kitch_sq
11673,9200000,38,16.0,1.0,5.0
11674,8150000,59,44.0,3.0,5.0
11675,9400000,43,41.0,1.0,7.0
11677,11500000,76,44.0,3.0,12.0
11678,5000000,34,19.0,1.0,10.0
11680,14800000,67,25.0,1.0,16.0
11683,9100000,44,27.0,2.0,6.0
11689,6800000,41,27.0,2.0,5.0
11690,7550000,44,28.0,2.0,6.0
11692,20298000,118,86.0,1.0,17.0
11696,1000000,44,28.0,2.0,5.0
11699,6800000,89,48.0,2.0,14.0
11705,4750000,30,17.0,1.0,5.0
11708,8500000,44,32.0,2.0,5.0
11709,6800000,53,32.0,2.0,9.0
11716,10700000,75,44.0,3.0,10.0
11718,9500000,39,20.0,1.0,10.0
11721,7450000,60,44.0,3.0,6.0
11727,7221456,79,79.0,3.0,1.0
11732,11900000,58,33.0,2.0,8.0
11735,6200000,40,20.0,1.0,8.0
11739,18000000,113,70.0,4.0,10.0
11743,3000000,44,27.0,2.0,6.0
11750,9400000,55,36.0,3.0,5.0
11762,7300000,54,30.0,2.0,8.0
11769,23045878,126,126.0,3.0,1.0
11770,3800000,32,18.0,1.0,6.0
11773,12550000,67,34.0,2.0,10.0
11775,16200000,83,57.0,4.0,9.0
11781,5764128,58,58.0,2.0,1.0
11789,10000000,78,40.0,2.0,16.0
11799,5600000,43,26.0,2.0,5.0
11801,7500000,45,29.0,2.0,5.0
11802,5700000,32,18.0,1.0,6.0
11810,7400000,40,26.0,2.0,5.0
11811,16658964,116,1.0,1.0,1.0
11813,5600000,38,35.0,1.0,5.0
11815,13100000,67,30.0,2.0,10.0
11816,6000000,34,19.0,1.0,9.0
11819,10400000,69,45.0,3.0,6.0
11820,9000000,69,44.0,3.0,8.0
11823,2000000,62,46.0,4.0,5.0
11831,5100000,38,19.0,1.0,10.0
11832,14850000,98,55.0,3.0,13.0
11836,2000000,45,29.0,2.0,5.0
11841,6150000,35,19.0,1.0,10.0
11842,7550000,35,19.0,1.0,7.0
11844,11500000,76,44.0,3.0,12.0
11850,4800000,31,19.0,1.0,5.0
11853,6900000,42,21.0,1.0,10.0
11860,5900000,33,20.0,1.0,6.0
11864,6750000,37,18.0,1.0,7.0
11870,6000000,43,21.0,1.0,8.0
11876,7500000,55,37.0,3.0,5.0
11877,7500000,47,30.0,2.0,6.0
11881,21800000,120,58.0,3.0,22.0
11883,6000000,37,19.0,1.0,9.0
11887,5800000,39,19.0,1.0,8.0
11891,6100000,38,19.0,1.0,8.0
11894,7800000,42,27.0,2.0,6.0
11897,4700000,23,13.0,1.0,5.0
11899,6750000,44,28.0,2.0,6.0
11904,6500000,45,30.0,2.0,5.0
11908,6850000,38,22.0,2.0,7.0
11913,8078182,37,37.0,1.0,1.0
11914,10400000,54,28.0,2.0,10.0
11916,8300000,40,10.0,1.0,8.0
11919,10550000,54,32.0,2.0,9.0
11922,12300000,76,44.0,3.0,12.0
11924,14600000,65,39.0,3.0,7.0
11931,9100000,75,53.0,3.0,8.0
11932,5618265,61,29.0,2.0,1.0
11935,4800000,31,17.0,1.0,6.0
11938,6625010,52,30.0,2.0,8.0
11939,7100000,58,44.0,3.0,6.0
11941,4800000,31,19.0,1.0,5.0
11944,1000000,30,18.0,1.0,5.0
11949,9500000,56,30.0,2.0,11.0
11952,13300000,69,35.0,2.0,10.0
11957,5700000,45,26.0,2.0,6.0
11959,9500000,54,33.0,2.0,7.0
11961,6900000,44,27.0,2.0,5.0
11966,7504715,37,1.0,1.0,1.0
11967,6550000,43,28.0,2.0,4.0
11973,6900000,44,28.0,2.0,5.0
11974,1000000,41,26.0,2.0,5.0
11977,5650000,35,21.0,2.0,7.0
11979,10050000,64,38.0,3.0,8.0
11987,7000000,46,29.0,2.0,5.0
11988,7850000,36,20.0,1.0,9.0
11993,7350000,45,27.0,2.0,6.0
11994,1000000,32,19.0,1.0,5.0
12012,6450000,44,30.0,2.0,5.0
12015,16800000,79,53.0,3.0,8.0
12017,5550000,31,30.0,1.0,5.0
12021,6380000,39,20.0,1.0,10.0
12022,6700000,35,20.0,1.0,9.0
12023,11900000,58,32.0,2.0,10.0
12024,15850000,81,43.0,3.0,10.0
12026,1300000,74,45.0,3.0,10.0
12027,6200000,35,17.0,1.0,10.0
12032,7000000,39,18.0,1.0,8.0
12033,8325000,52,34.0,3.0,6.0
12034,6200000,44,28.0,2.0,5.0
12036,15500000,77,45.0,3.0,12.0
12037,17550000,83,51.0,3.0,9.0
12038,5600000,37,37.0,1.0,8.0
12042,18200000,98,60.0,4.0,9.0
12046,3000000,44,27.0,2.0,5.0
12050,5200000,32,20.0,1.0,5.0
12055,8700000,58,32.0,2.0,10.0
12058,3000000,36,19.0,1.0,6.0
12062,7350000,52,30.0,2.0,8.0
12066,5100000,37,19.0,1.0,8.0
12068,11000000,70,46.0,2.0,8.0
12069,18000000,71,68.0,2.0,9.0
12071,5450000,45,27.0,2.0,5.0
12075,990000,31,31.0,1.0,5.0
12077,12400000,58,32.0,2.0,10.0
12079,14900000,64,45.0,3.0,6.0
12082,3000000,56,34.0,2.0,7.0
12086,5500000,43,27.0,2.0,6.0
12088,4850000,37,17.0,1.0,8.0
12089,2000000,47,28.0,2.0,6.0
12093,10000000,43,17.0,1.0,10.0
12094,6500000,47,27.0,2.0,6.0
12099,7200000,47,31.0,2.0,8.0
12101,9600000,56,56.0,3.0,5.0
12102,3831615,65,65.0,3.0,1.0
12103,6000000,44,29.0,2.0,6.0
12104,14500000,55,31.0,2.0,6.0
12106,20000000,97,55.0,3.0,12.0
12109,7700000,58,32.0,2.0,8.0
12110,1250000,59,38.0,3.0,6.0
12111,65000000,167,97.0,4.0,15.0
12112,3866200,40,40.0,1.0,1.0
12113,6800000,30,18.0,1.0,5.0
12114,7781886,50,25.0,1.0,15.0
12121,1000000,29,18.0,1.0,5.0
12132,5850000,44,29.0,2.0,5.0
12134,4138020,39,37.0,1.0,1.0
12137,2000000,27,15.0,1.0,5.0
12138,7500000,44,14.0,1.0,12.0
12139,1000000,36,18.0,1.0,9.0
12141,11150000,62,62.0,3.0,8.0
12150,9100000,38,38.0,1.0,8.0
12155,7950000,42,28.0,2.0,5.0
12167,9800000,56,39.0,3.0,5.0
12170,5950000,32,20.0,1.0,5.0
12181,10100000,44,27.0,2.0,6.0
12182,5700000,42,28.0,2.0,5.0
12184,9750000,53,30.0,2.0,8.0
12188,3144298,53,52.0,2.0,1.0
12193,4400000,31,17.0,1.0,5.0
12196,5650000,45,30.0,2.0,5.0
12199,5000000,32,18.0,1.0,6.0
12200,6500000,38,19.0,1.0,8.0
12204,14500000,59,31.0,2.0,9.0
12205,8000000,45,24.0,2.0,6.0
12208,2000000,37,22.0,2.0,7.0
12212,6500000,51,33.0,3.0,6.0
12222,5200000,31,18.0,2.0,5.0
12223,2000000,31,19.0,1.0,5.0
12224,11000000,53,31.0,2.0,9.0
12225,14900000,54,28.0,2.0,7.0
12226,5630000,39,39.0,1.0,8.0
12228,13300000,76,41.0,2.0,12.0
12230,2000000,45,30.0,2.0,5.0
12231,15200000,79,44.0,3.0,12.0
12233,4500000,44,24.0,2.0,5.0
12238,14800000,59,42.0,3.0,4.0
12246,20444104,124,124.0,3.0,1.0
12255,3000000,41,17.0,1.0,10.0
12257,8000000,50,29.0,2.0,9.0
12265,6650000,44,29.0,2.0,5.0
12270,6450000,44,28.0,2.0,6.0
12274,6150000,38,22.0,2.0,7.0
12276,2000000,31,18.0,1.0,5.0
12282,32500000,90,66.0,4.0,7.0
12293,6900000,45,30.0,2.0,5.0
12310,6500000,35,18.0,1.0,6.0
12314,12000000,73,34.0,2.0,11.0
12315,8300000,66,29.0,2.0,9.0
12316,6496000,62,35.0,2.0,1.0
12317,6125000,41,25.0,2.0,5.0
12318,4900000,30,18.0,1.0,5.0
12323,8000000,46,29.0,2.0,5.0
12331,8800000,64,46.0,4.0,6.0
12334,11650000,63,34.0,2.0,9.0
12336,3000000,35,18.0,1.0,5.0
12342,10800000,48,31.0,2.0,8.0
12348,8500000,38,19.0,1.0,10.0
12349,6400000,41,26.0,2.0,5.0
12351,12500000,65,43.0,3.0,9.0
12352,11600000,65,34.0,2.0,9.0
12355,7400000,47,30.0,2.0,7.0
12367,1000000,30,17.0,1.0,5.0
12369,11500000,61,39.0,3.0,8.0
12373,5900000,42,26.0,2.0,5.0
12376,6750000,44,29.0,2.0,5.0
12377,10000000,73,36.0,2.0,11.0
12382,13000000,68,44.0,3.0,9.0
12387,6200000,40,20.0,1.0,8.0
12388,2000000,50,33.0,2.0,6.0
12392,1000000,78,46.0,3.0,10.0
12393,1000000,68,46.0,3.0,7.0
12394,21900000,118,71.0,4.0,10.0
12396,8950000,58,34.0,2.0,7.0
12405,5450000,38,20.0,1.0,8.0
12411,2000000,31,19.0,1.0,5.0
12412,7700000,72,42.0,3.0,10.0
12413,1000000,61,32.0,2.0,10.0
12416,3138458,53,52.0,2.0,1.0
12426,5800000,30,18.0,1.0,5.0
12427,6900000,35,19.0,1.0,9.0
12428,10500000,68,48.0,3.0,5.0
12429,1000000,32,18.0,1.0,6.0
12434,7400000,38,19.0,1.0,9.0
12436,7480000,54,30.0,2.0,8.0
12442,6500000,45,29.0,2.0,6.0
12444,5300000,32,19.0,1.0,5.0
12446,7700000,38,18.0,1.0,8.0
12449,3200000,46,40.0,1.0,0.0
12450,9400000,53,29.0,2.0,7.0
12453,10000000,63,26.0,2.0,12.0
12455,13270000,69,49.0,3.0,8.0
12456,6300000,35,19.0,1.0,9.0
12458,5850000,33,17.0,1.0,9.0
12459,6900000,52,35.0,3.0,5.0
12462,21850000,89,89.0,3.0,7.0
12463,5600000,35,19.0,1.0,8.0
12464,7000000,43,27.0,2.0,6.0
12471,7850000,49,31.0,2.0,9.0
12475,5650000,32,19.0,1.0,6.0
12476,5400000,35,19.0,1.0,8.0
12477,5500000,38,23.0,1.0,6.0
12486,18000000,69,41.0,2.0,8.0
12488,4800000,42,29.0,2.0,4.0
12489,2000000,38,19.0,1.0,8.0
12492,9750000,55,37.0,3.0,5.0
12496,5350000,32,18.0,1.0,6.0
12498,5500000,30,17.0,1.0,5.0
12499,9950000,52,30.0,2.0,8.0
12500,8650000,43,17.0,1.0,10.0
12506,9000000,62,43.0,3.0,8.0
12507,21238792,115,54.0,3.0,14.0
12509,5200000,31,19.0,1.0,5.0
12513,6400000,45,28.0,2.0,5.0
12518,7800000,44,31.0,2.0,5.0
12526,9100000,54,32.0,2.0,9.0
12528,7300000,45,28.0,2.0,5.0
12529,12200000,75,46.0,3.0,10.0
12533,5650000,31,19.0,1.0,5.0
12535,9500000,54,32.0,2.0,9.0
12540,10000000,56,40.0,3.0,5.0
12544,5700000,37,18.0,1.0,9.0
12548,5600000,33,20.0,1.0,5.0
12549,17793902,126,126.0,3.0,12.0
12552,7400000,49,34.0,3.0,5.0
12553,4700000,31,18.0,1.0,5.0
12554,5200000,38,18.0,1.0,8.0
12556,5000000,33,17.0,1.0,8.0
12560,15500000,76,49.0,4.0,11.0
12565,10150000,54,32.0,2.0,9.0
12566,6100000,34,19.0,1.0,9.0
12567,5600000,32,18.0,1.0,6.0
12570,2000000,72,50.0,3.0,1.0
12573,5550000,33,19.0,1.0,6.0
12579,7820000,45,30.0,2.0,6.0
12581,14400000,59,31.0,2.0,9.0
12585,5900000,37,18.0,1.0,8.0
12588,15200000,76,43.0,3.0,10.0
12589,5550000,33,17.0,1.0,8.0
12591,7200000,54,37.0,3.0,5.0
12592,7500000,55,33.0,3.0,6.0
12593,9000000,42,28.0,2.0,5.0
12595,8300000,59,33.0,2.0,10.0
12597,2000000,58,33.0,2.0,8.0
12598,7500000,43,28.0,2.0,5.0
12601,3000000,39,25.0,2.0,5.0
12607,2000000,58,32.0,2.0,10.0
12610,3000000,30,18.0,1.0,6.0
12622,5550000,39,17.0,1.0,8.0
12623,9000000,54,36.0,3.0,5.0
12624,2000000,38,20.0,1.0,8.0
12629,5800000,37,19.0,1.0,7.0
12630,6350000,45,27.0,2.0,6.0
12631,6400000,39,20.0,1.0,10.0
12632,14500000,79,50.0,3.0,10.0
12634,4800000,30,19.0,1.0,5.0
12635,25600000,84,80.0,3.0,10.0
12636,5450000,30,17.0,1.0,6.0
12639,2200000,60,43.0,3.0,6.0
12646,7300000,45,29.0,2.0,6.0
12653,15300000,91,64.0,4.0,8.0
12658,2200000,44,25.0,2.0,5.0
12662,9000000,39,18.0,1.0,10.0
12663,4700000,33,19.0,1.0,6.0
12665,13350000,79,45.0,3.0,13.0
12671,7024000,36,36.0,2.0,7.0
12672,8400000,43,32.0,2.0,5.0
12684,8900000,66,43.0,3.0,11.0
12689,8000000,66,44.0,3.0,9.0
12692,4700000,36,21.0,1.0,6.0
12695,9040000,82,48.0,3.0,8.0
12702,2000000,61,38.0,3.0,8.0
12703,5550000,36,18.0,1.0,8.0
12708,5154704,60,48.0,2.0,10.0
12710,3000000,43,25.0,2.0,7.0
12711,6000000,46,29.0,2.0,5.0
12713,3752800,55,22.0,1.0,14.0
12715,19000000,116,65.0,3.0,19.0
12720,6500000,38,20.0,1.0,10.0
12728,7000000,45,28.0,2.0,6.0
12733,16300000,67,44.0,3.0,9.0
12735,5550000,27,15.0,1.0,5.0
12743,6700000,34,20.0,1.0,6.0
12745,7800000,59,42.0,3.0,6.0
12748,5200000,39,24.0,1.0,6.0
12752,990000,52,33.0,2.0,7.0
12753,4500000,35,19.0,1.0,7.0
12756,5600000,35,19.0,1.0,9.0
12757,6600000,34,33.0,1.0,10.0
12763,7700000,42,28.0,2.0,5.0
12764,9000000,58,34.0,2.0,10.0
12777,6500000,30,18.0,1.0,5.0
12778,7330000,52,30.0,2.0,8.0
12779,8000000,56,42.0,3.0,5.0
12780,8000000,59,43.0,3.0,5.0
12783,6100000,42,28.0,2.0,5.0
12785,13500000,76,46.0,3.0,10.0
12788,17800000,107,77.0,4.0,10.0
12792,6400000,29,15.0,1.0,5.0
12793,14300000,60,29.0,2.0,9.0
12797,5400000,33,12.0,1.0,8.0
12799,9500000,65,39.0,3.0,7.0
12802,7500000,38,19.0,1.0,8.0
12805,7400000,40,23.0,2.0,6.0
12810,6250000,30,16.0,1.0,5.0
12813,2000000,58,35.0,2.0,8.0
12814,10400000,55,33.0,2.0,7.0
12818,9600000,54,32.0,2.0,9.0
12820,9000000,54,36.0,3.0,5.0
12829,7500000,34,19.0,1.0,9.0
12835,10200000,68,50.0,3.0,6.0
12839,2000000,59,44.0,3.0,5.0
12843,7300000,41,27.0,2.0,5.0
12844,6450000,32,16.0,1.0,7.0
12850,15800000,101,91.0,1.0,12.0
12856,6600000,39,23.0,2.0,6.0
12857,6500000,34,19.0,1.0,9.0
12859,23000000,81,41.0,2.0,11.0
12866,6095313,39,35.0,1.0,1.0
12868,6700000,32,20.0,1.0,5.0
12870,8500000,52,30.0,2.0,8.0
12871,5850000,36,19.0,1.0,8.0
12873,7500000,35,14.0,1.0,9.0
12874,7100000,47,31.0,2.0,5.0
12888,5900000,44,28.0,2.0,5.0
12890,17500000,78,50.0,3.0,7.0
12891,13450000,74,45.0,3.0,10.0
12894,5850000,38,19.0,1.0,9.0
12897,10000000,43,29.0,2.0,5.0
12899,5900000,34,15.0,1.0,8.0
12900,6200000,35,19.0,1.0,9.0
12901,4500000,31,21.0,1.0,5.0
12902,8000000,50,34.0,3.0,6.0
12905,12300000,75,43.0,3.0,10.0
12907,8500000,62,39.0,3.0,7.0
12911,5600000,35,19.0,1.0,9.0
12915,9100000,61,43.0,3.0,6.0
12916,14300000,77,52.0,3.0,7.0
12917,14750000,72,47.0,3.0,7.0
12920,1000000,37,16.0,1.0,7.0
12923,5600000,40,20.0,1.0,8.0
12928,6056000,63,30.0,2.0,1.0
12933,6000000,32,21.0,1.0,5.0
12936,13000000,76,44.0,3.0,10.0
12938,1000000,39,15.0,1.0,8.0
12939,8070000,70,39.0,2.0,4.0
12949,4000000,91,40.0,2.0,15.0
12950,6300000,36,20.0,1.0,9.0
12958,2000000,54,32.0,2.0,9.0
12963,7600000,52,31.0,2.0,10.0
12964,4650000,22,14.0,1.0,3.0
12968,7221456,79,79.0,3.0,10.0
12980,5750000,39,22.0,2.0,6.0
12981,15470484,97,1.0,1.0,1.0
12984,6250000,33,17.0,1.0,9.0
12989,7700000,52,34.0,3.0,6.0
12993,11000000,64,41.0,2.0,6.0
12994,1000000,56,41.0,3.0,5.0
13005,6750000,46,27.0,2.0,6.0
13009,4900000,33,18.0,1.0,9.0
13011,2100000,51,30.0,2.0,8.0
13018,8100000,45,28.0,2.0,5.0
13019,7050000,44,27.0,2.0,5.0
13020,6900000,49,33.0,3.0,5.0
13021,7350000,31,19.0,1.0,6.0
13023,7100000,62,44.0,3.0,7.0
13024,6900000,27,17.0,1.0,4.0
13025,9750000,54,36.0,3.0,5.0
13029,1100000,30,18.0,1.0,5.0
13030,6250000,42,28.0,2.0,5.0
13031,13225000,72,35.0,2.0,13.0
13037,5450000,30,17.0,1.0,7.0
13039,6300000,45,28.0,2.0,5.0
13045,8850000,51,31.0,2.0,8.0
13054,6900000,34,18.0,1.0,7.0
13056,15000000,73,43.0,3.0,10.0
13058,6552650,59,30.0,2.0,8.0
13059,2000000,42,26.0,2.0,5.0
13060,9200000,55,32.0,2.0,8.0
13063,7600000,41,20.0,1.0,8.0
13068,17500000,74,46.0,3.0,8.0
13069,5481371,44,20.0,1.0,9.0
13071,5400000,29,18.0,1.0,5.0
13092,6600000,66,43.0,3.0,7.0
13093,1000000,39,19.0,1.0,8.0
13100,16550000,80,46.0,3.0,10.0
13106,4250000,42,20.0,1.0,8.0
13113,9400000,59,44.0,3.0,5.0
13115,7100000,39,23.0,2.0,6.0
13116,6100000,40,17.0,1.0,8.0
13135,8300000,50,29.0,2.0,7.0
13136,5680000,35,19.0,1.0,8.0
13139,8300000,51,33.0,2.0,6.0
13142,6200000,30,17.0,1.0,6.0
13144,2000000,56,34.0,2.0,7.0
13146,6600000,47,31.0,2.0,9.0
13148,8300000,53,32.0,2.0,6.0
13155,6400000,44,44.0,2.0,5.0
13157,6800000,33,17.0,1.0,7.0
13160,13500000,65,35.0,2.0,12.0
13162,32000000,126,57.0,3.0,14.0
13167,5650000,31,19.0,1.0,5.0
13169,7000000,56,42.0,3.0,5.0
13172,6700000,32,16.0,1.0,8.0
13177,6100000,37,19.0,1.0,8.0
13178,2500000,37,22.0,1.0,7.0
13184,11200000,82,55.0,3.0,11.0
13185,6000000,58,32.0,2.0,8.0
13199,12000000,48,19.0,1.0,10.0
13200,7400000,45,29.0,2.0,5.0
13201,9500000,78,44.0,3.0,12.0
13206,6050000,45,32.0,2.0,5.0
13212,5600000,44,29.0,2.0,5.0
13213,5900000,41,20.0,1.0,8.0
13215,5450000,41,27.0,2.0,5.0
13222,19000000,74,43.0,3.0,12.0
13231,6400000,36,20.0,1.0,10.0
13236,7900000,42,26.0,2.0,5.0
13237,10800000,51,30.0,2.0,9.0
13241,55000000,160,94.0,4.0,17.0
13243,6400000,44,29.0,2.0,6.0
13244,5150000,33,20.0,1.0,5.0
13245,13900000,73,47.0,3.0,10.0
13246,11900000,100,62.0,4.0,10.0
13248,3600000,20,12.0,1.0,3.0
13249,4800000,32,18.0,1.0,6.0
13250,8550000,53,28.0,2.0,11.0
13251,5000000,33,20.0,1.0,5.0
13261,7000000,43,29.0,2.0,5.0
13262,1000000,48,31.0,2.0,8.0
13264,8550000,37,22.0,2.0,7.0
13265,6200000,43,28.0,2.0,5.0
13266,5500000,56,36.0,2.0,8.0
13276,6900000,68,44.0,3.0,9.0
13278,5350000,32,18.0,1.0,6.0
13287,7406640,45,1.0,1.0,1.0
13288,8000000,59,44.0,3.0,6.0
13291,2000000,49,29.0,2.0,8.0
13294,7500000,56,35.0,2.0,8.0
13296,10800000,64,34.0,2.0,12.0
13301,8500000,53,30.0,2.0,8.0
13306,6250000,45,28.0,2.0,5.0
13307,2000000,35,19.0,1.0,9.0
13308,7700000,44,28.0,2.0,6.0
13309,13800000,53,28.0,2.0,8.0
13314,7500000,57,41.0,3.0,5.0
13315,9600000,51,33.0,3.0,6.0
13316,13700000,48,31.0,2.0,7.0
13318,1000000,38,23.0,2.0,7.0
13321,7100000,42,28.0,2.0,6.0
13322,11000000,73,44.0,3.0,10.0
13325,10800000,66,44.0,3.0,9.0
13343,2000000,34,19.0,1.0,9.0
13347,9900000,66,43.0,3.0,10.0
13348,6300000,41,19.0,1.0,13.0
13349,4800000,31,20.0,1.0,5.0
13353,7000000,37,37.0,1.0,8.0
13354,12000000,76,40.0,3.0,10.0
13356,6590000,45,29.0,2.0,5.0
13357,15300000,72,39.0,3.0,9.0
13360,5000000,40,25.0,2.0,5.0
13364,13000000,74,50.0,3.0,10.0
13368,1000000,43,27.0,2.0,5.0
13373,5900000,32,19.0,1.0,5.0
13376,10500000,72,41.0,3.0,9.0
13377,3000000,73,50.0,3.0,6.0
13391,6800000,40,24.0,2.0,5.0
13397,5800000,31,16.0,1.0,5.0
13401,11100000,50,30.0,2.0,9.0
13402,8400000,56,37.0,3.0,6.0
13407,9500000,65,46.0,4.0,6.0
13409,990000,39,19.0,1.0,8.0
13425,6700000,55,35.0,3.0,6.0
13426,7400000,45,27.0,2.0,6.0
13427,10350000,76,45.0,3.0,10.0
13430,20150000,99,51.0,3.0,11.0
13432,6450000,46,28.0,2.0,5.0
13434,2000000,50,29.0,2.0,8.0
13443,12350000,54,32.0,2.0,9.0
13445,6300000,39,24.0,2.0,5.0
13447,6600000,43,28.0,2.0,5.0
13450,5320000,51,28.0,2.0,7.0
13452,8850000,38,22.0,2.0,7.0
13453,5800000,38,19.0,1.0,8.0
13456,6850000,44,30.0,2.0,5.0
13457,7300000,39,19.0,1.0,8.0
13461,2000000,64,34.0,2.0,12.0
13470,1500000,58,39.0,3.0,7.0
13475,6700000,41,25.0,2.0,6.0
13484,990000,75,44.0,3.0,10.0
13486,16000000,78,45.0,3.0,10.0
13490,2000000,38,22.0,2.0,6.0
13496,7700000,44,28.0,2.0,6.0
13502,12665000,111,64.0,3.0,11.0
13503,20300000,131,68.0,4.0,15.0
13509,4000000,54,32.0,2.0,9.0
13512,5580000,35,19.0,1.0,8.0
13519,6400000,45,29.0,2.0,5.0
13521,6310000,43,28.0,2.0,6.0
13522,18500000,88,51.0,3.0,12.0
13527,6800000,51,30.0,2.0,8.0
13535,5100000,30,18.0,1.0,5.0
13538,20388410,91,44.0,2.0,17.0
13539,5200000,33,18.0,1.0,7.0
13540,5300000,42,26.0,2.0,6.0
13541,6400000,43,23.0,2.0,8.0
13543,8400000,38,18.0,1.0,8.0
13550,18000000,98,62.0,4.0,10.0
13552,6300000,35,19.0,1.0,8.0
13556,5600000,41,20.0,1.0,8.0
13560,11400000,72,44.0,3.0,7.0
13562,8650000,38,20.0,1.0,10.0
13571,5980000,41,17.0,1.0,10.0
13574,9300000,58,37.0,3.0,6.0
13575,11000000,63,46.0,4.0,5.0
13579,5200000,32,18.0,1.0,6.0
13581,14827400,80,80.0,3.0,1.0
13589,11000000,53,32.0,2.0,9.0
13592,13500000,74,50.0,3.0,7.0
13593,24000000,114,77.0,4.0,16.0
13594,5600000,34,16.0,1.0,10.0
13599,17800000,76,36.0,2.0,12.0
13602,6900000,42,27.0,2.0,4.0
13603,14800000,92,64.0,4.0,9.0
13605,24000000,78,44.0,2.0,9.0
13606,15950000,73,44.0,3.0,10.0
13611,5200000,31,21.0,1.0,5.0
13612,9500000,51,30.0,2.0,7.0
13614,6900000,47,31.0,2.0,8.0
13618,5000000,30,18.0,1.0,6.0
13622,5000000,32,18.0,1.0,6.0
13624,5635000,32,21.0,1.0,5.0
13625,7400000,41,28.0,2.0,5.0
13626,7000000,51,30.0,2.0,9.0
13628,14400000,87,64.0,4.0,7.0
13632,4500000,34,20.0,2.0,5.0
13638,9400000,56,37.0,3.0,5.0
13646,8200000,54,36.0,3.0,5.0
13656,12800000,76,45.0,3.0,10.0
13658,6700000,46,31.0,2.0,6.0
13659,7200000,50,30.0,2.0,9.0
13662,7150000,42,24.0,2.0,5.0
13667,8100000,58,33.0,2.0,10.0
13670,7000000,32,21.0,1.0,5.0
13679,4252965,37,37.0,1.0,1.0
13688,2000000,51,30.0,2.0,9.0
13702,4252965,37,37.0,1.0,1.0
13710,9250000,65,39.0,3.0,7.0
13714,6200000,40,27.0,2.0,4.0
13716,2000000,79,51.0,3.0,8.0
13718,6860000,72,48.0,3.0,7.0
13721,3598268,38,38.0,1.0,1.0
13724,8500000,50,34.0,3.0,6.0
13734,6990000,72,40.0,3.0,8.0
13749,3100000,47,30.0,2.0,6.0
13751,6350000,36,18.0,1.0,8.0
13754,10500000,64,61.0,3.0,8.0
13759,6300000,39,19.0,1.0,8.0
13761,8000000,71,42.0,3.0,7.0
13766,3800000,34,18.0,1.0,9.0
13771,6230000,31,18.0,1.0,6.0
13772,2000000,25,13.0,1.0,6.0
13775,14378004,76,38.0,2.0,17.0
13780,9100000,75,45.0,3.0,10.0
13783,6100000,39,19.0,1.0,8.0
13785,6100000,45,29.0,2.0,5.0
13791,7800000,38,23.0,2.0,5.0
13792,8400000,49,29.0,2.0,8.0
13794,9500000,53,32.0,2.0,9.0
13800,5800000,30,18.0,1.0,5.0
13801,6750000,45,30.0,2.0,5.0
13805,1100000,37,22.0,2.0,7.0
13812,7250000,42,26.0,2.0,5.0
13817,9718000,74,44.0,3.0,10.0
13820,5900000,44,28.0,2.0,5.0
13831,4000000,43,28.0,2.0,5.0
13834,999000,43,31.0,3.0,5.0
13836,2000000,66,43.0,3.0,9.0
13843,2000000,35,19.0,1.0,7.0
13852,14200000,60,42.0,2.0,5.0
13856,9283000,46,28.0,2.0,7.0
13858,17500000,77,53.0,3.0,7.0
13860,5100000,35,21.0,1.0,6.0
13863,13700000,59,37.0,2.0,8.0
13864,13000000,75,40.0,3.0,11.0
13865,5950000,40,21.0,1.0,8.0
13866,64000000,183,98.0,4.0,17.0
13868,5600000,44,27.0,2.0,5.0
13869,5700000,45,28.0,2.0,5.0
13870,1200000,44,17.0,1.0,10.0
13874,11100000,78,45.0,3.0,10.0
13875,11250000,55,35.0,2.0,8.0
13877,5600000,31,20.0,1.0,5.0
13883,12370000,73,44.0,3.0,10.0
13887,990000,36,14.0,1.0,10.0
13889,1000000,60,33.0,2.0,10.0
13892,13500000,60,34.0,2.0,10.0
13896,4412844,52,51.0,2.0,1.0
13897,4970000,37,19.0,1.0,6.0
13904,14600000,79,48.0,3.0,8.0
13909,6700000,35,19.0,1.0,8.0
13921,6900000,43,24.0,2.0,8.0
13923,7500000,46,30.0,2.0,8.0
13924,1200000,28,17.0,1.0,5.0
13925,1000000,36,18.0,1.0,7.0
13926,7500000,63,36.0,2.0,7.0
13927,6100000,44,30.0,2.0,5.0
13941,7900000,43,26.0,2.0,6.0
13945,6300000,37,22.0,2.0,7.0
13950,9000000,48,29.0,2.0,7.0
13951,2938008,45,19.0,1.0,0.0
13957,8100000,45,27.0,2.0,6.0
13960,12750000,76,43.0,3.0,8.0
13961,6200000,38,19.0,1.0,7.0
13963,2000000,31,20.0,1.0,4.0
13966,13480320,80,1.0,2.0,1.0
13971,9800000,78,49.0,3.0,8.0
13974,6100000,38,37.0,1.0,8.0
13977,6700000,33,32.0,1.0,9.0
13978,7700000,34,19.0,1.0,9.0
13981,7450000,38,17.0,1.0,10.0
13984,13500000,53,30.0,2.0,8.0
13986,5250000,34,19.0,1.0,10.0
13987,5350000,38,19.0,1.0,9.0
13988,4000000,91,63.0,4.0,9.0
13994,6700000,52,34.0,3.0,6.0
13995,8300000,59,43.0,3.0,5.0
13996,5100000,43,27.0,2.0,5.0
14003,8000000,46,18.0,1.0,12.0
14006,24759964,123,56.0,3.0,15.0
14007,5900000,36,21.0,1.0,6.0
